country,date,account_cnt,total_country_account_cnt,rank_total_country_account_cnt,send_interval,is_verified,is_unsubscribed,sent_msg,total_country_sent_cnt,rank_total_country_sent_cnt,open_msg,click_msg
China,2021-01-05,3,490,8,1,1,0,130,10181,5,61,9
United Kingdom,2021-02-11,0,859,4,1,1,0,85,15748,4,29,4
India,2020-11-28,5,2687,2,1,1,1,52,51189,2,35,12
France,2021-01-17,0,553,5,1,1,1,1,9520,6,1,0
United Kingdom,2020-12-01,4,859,4,1,1,0,176,15748,4,75,15
United Kingdom,2020-12-01,2,859,4,1,0,0,1,15748,4,0,0
India,2020-12-05,0,2687,2,3,1,0,3,51189,2,0,0
India,2021-02-17,0,2687,2,7,1,0,3,51189,2,0,0
United Kingdom,2021-02-05,0,859,4,1,1,0,141,15748,4,52,3
Germany,2021-01-22,0,490,8,7,1,1,3,9483,8,0,0
China,2020-11-19,0,490,8,1,1,1,4,10181,5,4,0
Germany,2020-11-05,3,490,8,1,0,0,0,9483,8,0,0
Taiwan,2021-02-17,0,500,7,1,1,0,57,9189,9,29,1
Taiwan,2021-01-08,2,500,7,1,0,0,1,9189,9,0,0
United States,2021-01-12,23,12384,1,1,1,1,174,233503,1,105,16
China,2021-02-17,0,490,8,1,1,0,18,10181,5,0,0
India,2021-02-08,0,2687,2,1,0,1,3,51189,2,0,0
Canada,2020-11-16,1,2067,3,1,0,1,3,37914,3,0,0
United States,2021-01-18,87,12384,1,1,1,0,2199,233503,1,736,76
Canada,2020-11-22,1,2067,3,1,1,1,8,37914,3,0,0
Singapore,2021-01-27,0,375,10,1,1,1,8,8899,10,4,1
Italy,2020-12-19,1,386,9,1,1,1,20,7897,11,5,1
France,2021-01-11,1,553,5,1,1,0,97,9520,6,34,3
United Kingdom,2020-12-03,5,859,4,1,1,0,158,15748,4,65,11
India,2021-02-16,0,2687,2,1,1,0,143,51189,2,47,8
United Kingdom,2021-01-17,5,859,4,1,1,0,141,15748,4,30,2
United States,2021-01-21,1,12384,1,2,1,1,0,233503,1,0,0
Canada,2021-01-30,0,2067,3,1,1,0,315,37914,3,93,13
United States,2021-02-03,0,12384,1,7,1,1,5,233503,1,1,0
China,2020-12-13,1,490,8,1,1,1,7,10181,5,7,0
France,2021-01-21,2,553,5,1,0,0,0,9520,6,0,0
Singapore,2020-12-05,2,375,10,1,1,0,72,8899,10,12,1
Spain,2020-11-09,1,536,6,1,1,1,0,9491,7,0,0
China,2020-11-21,1,490,8,1,1,1,4,10181,5,4,0
Canada,2021-02-12,0,2067,3,1,0,0,5,37914,3,0,0
Spain,2020-12-31,1,536,6,1,1,0,122,9491,7,44,2
Italy,2020-11-28,1,386,9,1,0,0,1,7897,11,0,0
United States,2021-01-31,0,12384,1,7,1,1,5,233503,1,0,0
United Kingdom,2021-01-02,0,859,4,7,1,0,2,15748,4,2,0
United States,2021-02-21,0,12384,1,1,1,1,21,233503,1,4,0
Canada,2020-12-12,1,2067,3,1,0,1,0,37914,3,0,0
United Kingdom,2021-02-04,0,859,4,1,1,1,11,15748,4,11,0
United States,2021-02-23,0,12384,1,7,1,1,3,233503,1,2,0
India,2020-12-20,9,2687,2,1,1,1,70,51189,2,31,2
Spain,2020-11-04,1,536,6,7,1,0,0,9491,7,0,0
Canada,2020-12-21,0,2067,3,7,1,0,9,37914,3,1,1
United States,2020-12-05,0,12384,1,3,1,0,11,233503,1,10,2
China,2020-11-30,1,490,8,1,0,0,2,10181,5,0,0
United States,2021-01-14,1,12384,1,3,1,1,0,233503,1,0,0
Germany,2020-12-24,0,490,8,2,1,0,6,9483,8,1,0
United Kingdom,2020-11-14,2,859,4,1,1,1,20,15748,4,17,0
India,2021-02-10,0,2687,2,1,1,1,27,51189,2,8,0
Canada,2021-01-23,16,2067,3,1,1,0,316,37914,3,101,12
United States,2021-01-22,0,12384,1,3,1,1,4,233503,1,1,0
Canada,2020-11-10,1,2067,3,1,1,1,9,37914,3,7,0
Germany,2020-11-29,1,490,8,1,1,1,7,9483,8,5,0
Canada,2021-01-23,5,2067,3,1,1,1,34,37914,3,20,3
Singapore,2021-02-22,0,375,10,7,1,0,1,8899,10,1,0
Germany,2020-11-19,2,490,8,1,0,0,2,9483,8,0,0
India,2021-01-11,14,2687,2,1,1,0,480,51189,2,200,22
Taiwan,2020-11-03,7,500,7,1,1,0,14,9189,9,7,2
India,2020-11-18,0,2687,2,7,1,1,9,51189,2,7,5
United States,2020-11-26,1,12384,1,7,1,0,14,233503,1,6,2
United Kingdom,2021-01-17,2,859,4,1,0,0,5,15748,4,0,0
United States,2021-01-31,0,12384,1,1,0,0,3,233503,1,1,0
India,2021-02-10,0,2687,2,1,0,1,3,51189,2,0,0
United States,2020-11-09,2,12384,1,7,1,1,15,233503,1,15,3
Taiwan,2021-01-07,1,500,7,1,1,0,126,9189,9,32,1
United States,2021-01-25,25,12384,1,1,1,1,261,233503,1,138,21
United States,2020-11-06,0,12384,1,3,1,0,4,233503,1,4,2
Canada,2021-02-23,0,2067,3,1,1,0,35,37914,3,2,1
China,2021-01-19,4,490,8,1,1,0,110,10181,5,37,1
China,2020-11-18,1,490,8,1,1,1,4,10181,5,4,0
India,2020-11-23,5,2687,2,1,0,0,4,51189,2,2,0
United Kingdom,2021-02-17,0,859,4,1,1,0,30,15748,4,13,0
Italy,2020-12-23,1,386,9,1,0,0,2,7897,11,0,0
Canada,2020-11-08,1,2067,3,1,0,1,1,37914,3,0,0
Singapore,2021-01-12,1,375,10,1,1,1,11,8899,10,10,0
Taiwan,2020-11-13,1,500,7,1,1,0,30,9189,9,8,2
Canada,2021-02-12,0,2067,3,1,1,0,179,37914,3,36,3
Spain,2021-01-31,0,536,6,1,1,0,65,9491,7,16,1
India,2021-01-11,0,2687,2,1,0,1,6,51189,2,5,0
Taiwan,2020-12-01,0,500,7,1,0,0,1,9189,9,0,0
Canada,2020-11-01,8,2067,3,1,1,0,6,37914,3,3,0
United Kingdom,2021-01-01,0,859,4,7,1,0,2,15748,4,2,2
Italy,2021-01-27,0,386,9,3,1,0,7,7897,11,7,3
China,2021-01-17,1,490,8,1,1,1,4,10181,5,0,0
United Kingdom,2020-12-05,2,859,4,1,0,0,0,15748,4,0,0
Canada,2021-01-19,3,2067,3,1,1,1,47,37914,3,31,1
India,2020-12-30,0,2687,2,7,1,0,7,51189,2,5,0
United States,2021-02-17,0,12384,1,1,1,1,22,233503,1,14,1
Canada,2021-01-08,13,2067,3,1,1,0,348,37914,3,103,14
China,2020-11-18,0,490,8,1,1,0,55,10181,5,27,1
Canada,2020-11-29,9,2067,3,1,1,0,372,37914,3,142,16
United States,2020-12-17,0,12384,1,3,1,0,17,233503,1,3,1
Canada,2020-11-02,7,2067,3,1,0,0,0,37914,3,0,0
Italy,2020-12-01,2,386,9,1,0,0,1,7897,11,1,0
Italy,2021-01-23,0,386,9,1,1,1,5,7897,11,5,0
Singapore,2020-12-13,2,375,10,1,1,0,76,8899,10,15,5
Canada,2020-12-26,2,2067,3,1,0,1,2,37914,3,0,0
India,2021-02-19,0,2687,2,1,1,1,15,51189,2,7,0
United States,2020-12-08,45,12384,1,1,1,1,251,233503,1,159,18
United States,2020-11-07,2,12384,1,7,1,0,14,233503,1,12,0
United States,2021-01-12,0,12384,1,7,1,1,4,233503,1,2,0
United Kingdom,2020-11-03,9,859,4,1,1,0,13,15748,4,9,4
United Kingdom,2020-11-17,4,859,4,1,1,0,71,15748,4,31,7
China,2020-12-05,7,490,8,1,1,0,70,10181,5,24,2
Spain,2020-12-11,2,536,6,1,1,1,2,9491,7,0,0
France,2020-12-30,0,553,5,7,1,0,4,9520,6,1,0
United Kingdom,2020-12-19,1,859,4,1,0,0,1,15748,4,0,0
Taiwan,2020-11-28,2,500,7,1,0,0,0,9189,9,0,0
Canada,2020-12-27,10,2067,3,1,1,0,427,37914,3,123,13
United Kingdom,2020-11-05,9,859,4,1,1,0,25,15748,4,10,4
Canada,2021-02-05,0,2067,3,7,1,1,1,37914,3,1,0
India,2021-01-06,0,2687,2,7,1,0,3,51189,2,3,1
Taiwan,2020-12-12,1,500,7,1,1,1,12,9189,9,2,0
Singapore,2021-01-24,1,375,10,1,1,1,2,8899,10,2,0
India,2021-01-21,17,2687,2,1,1,0,439,51189,2,202,23
India,2021-01-19,1,2687,2,7,1,0,2,51189,2,2,0
Germany,2021-01-14,1,490,8,1,0,0,0,9483,8,0,0
Germany,2021-02-01,0,490,8,1,1,0,64,9483,8,19,0
Singapore,2020-12-20,1,375,10,1,0,0,2,8899,10,0,0
France,2020-11-18,5,553,5,1,1,0,29,9520,6,11,0
Singapore,2021-01-22,0,375,10,1,0,0,1,8899,10,0,0
China,2020-11-05,2,490,8,1,1,1,7,10181,5,7,0
India,2020-12-17,6,2687,2,1,1,1,79,51189,2,46,8
France,2021-01-26,4,553,5,1,1,0,132,9520,6,40,6
India,2020-12-24,0,2687,2,7,1,1,4,51189,2,0,0
United States,2020-12-21,27,12384,1,1,1,1,286,233503,1,153,18
India,2021-01-10,0,2687,2,1,0,1,5,51189,2,5,0
United States,2021-01-07,30,12384,1,1,1,1,156,233503,1,82,10
India,2021-02-01,0,2687,2,7,1,0,2,51189,2,0,0
Germany,2021-01-01,3,490,8,1,0,0,0,9483,8,0,0
Canada,2020-11-24,12,2067,3,1,1,0,260,37914,3,72,4
France,2020-11-04,4,553,5,1,0,0,2,9520,6,0,0
China,2020-11-04,1,490,8,1,1,1,13,10181,5,11,0
India,2021-01-15,1,2687,2,1,0,1,6,51189,2,5,0
United Kingdom,2020-11-13,1,859,4,1,1,1,10,15748,4,9,0
Spain,2020-11-22,1,536,6,1,1,1,0,9491,7,0,0
Taiwan,2020-12-18,4,500,7,1,1,0,112,9189,9,29,4
China,2020-11-10,2,490,8,1,0,0,0,10181,5,0,0
United States,2021-01-16,28,12384,1,1,0,0,15,233503,1,1,0
United States,2020-11-28,0,12384,1,3,1,0,7,233503,1,5,3
France,2020-12-13,0,553,5,1,0,1,3,9520,6,3,0
Germany,2020-11-07,1,490,8,1,1,0,15,9483,8,13,4
Germany,2021-02-15,0,490,8,1,1,0,51,9483,8,21,3
France,2020-12-03,3,553,5,1,0,0,3,9520,6,1,0
Italy,2020-11-15,4,386,9,1,1,0,29,7897,11,14,1
India,2020-11-12,4,2687,2,1,1,1,10,51189,2,5,2
Canada,2021-02-02,0,2067,3,1,1,0,267,37914,3,75,2
Italy,2021-02-23,0,386,9,1,1,1,4,7897,11,3,1
United States,2021-02-16,0,12384,1,7,1,1,3,233503,1,3,0
Italy,2021-01-31,0,386,9,1,1,1,4,7897,11,0,0
Taiwan,2021-01-16,0,500,7,1,1,1,13,9189,9,6,0
India,2021-02-17,0,2687,2,1,1,1,12,51189,2,8,0
Singapore,2020-11-17,1,375,10,1,1,0,40,8899,10,19,0
Canada,2021-01-16,1,2067,3,1,0,1,0,37914,3,0,0
India,2021-01-20,5,2687,2,1,1,1,33,51189,2,22,0
Canada,2020-11-16,11,2067,3,1,0,0,10,37914,3,5,0
Canada,2021-01-14,14,2067,3,1,1,0,324,37914,3,120,4
Spain,2020-12-22,0,536,6,1,1,1,12,9491,7,1,1
France,2021-01-21,1,553,5,7,1,0,6,9520,6,0,0
India,2021-01-26,5,2687,2,1,1,1,57,51189,2,36,5
India,2021-01-22,13,2687,2,1,1,0,428,51189,2,190,23
China,2021-01-30,0,490,8,1,0,0,1,10181,5,0,0
Canada,2021-01-08,5,2067,3,1,0,0,4,37914,3,2,0
France,2021-01-10,0,553,5,7,1,0,3,9520,6,1,0
Taiwan,2021-02-04,0,500,7,1,1,0,48,9189,9,15,0
United States,2020-12-05,17,12384,1,1,1,1,233,233503,1,122,10
India,2020-12-25,1,2687,2,1,0,0,6,51189,2,1,0
Canada,2020-12-19,0,2067,3,7,1,0,9,37914,3,1,1
China,2020-12-04,1,490,8,1,0,0,1,10181,5,1,0
China,2020-12-28,0,490,8,1,1,1,8,10181,5,8,0
Spain,2021-01-24,1,536,6,1,1,0,67,9491,7,12,1
United States,2020-11-17,0,12384,1,1,0,1,4,233503,1,0,0
Canada,2021-01-03,0,2067,3,7,1,1,2,37914,3,2,0
United States,2021-01-19,84,12384,1,1,1,0,2226,233503,1,734,85
India,2020-12-09,18,2687,2,1,0,0,9,51189,2,5,0
Taiwan,2021-01-04,3,500,7,1,1,0,107,9189,9,23,4
Taiwan,2020-12-14,3,500,7,1,1,0,90,9189,9,17,0
Germany,2021-02-14,0,490,8,1,1,0,49,9483,8,17,0
India,2020-11-28,0,2687,2,7,1,1,7,51189,2,1,0
Germany,2021-02-17,0,490,8,1,1,0,53,9483,8,16,1
India,2020-11-04,1,2687,2,1,0,1,1,51189,2,0,0
India,2021-02-20,0,2687,2,7,1,0,1,51189,2,0,0
Italy,2020-11-23,2,386,9,1,1,1,7,7897,11,0,0
Germany,2021-02-22,0,490,8,1,1,0,30,9483,8,5,1
United States,2021-02-10,0,12384,1,7,1,0,13,233503,1,6,0
India,2020-12-23,5,2687,2,1,1,1,66,51189,2,26,2
India,2020-12-16,0,2687,2,7,1,1,3,51189,2,0,0
Italy,2020-11-07,2,386,9,1,1,0,9,7897,11,0,0
Taiwan,2020-11-29,0,500,7,7,1,0,2,9189,9,2,0
China,2020-12-27,0,490,8,1,1,1,6,10181,5,6,2
France,2020-11-24,5,553,5,1,1,0,59,9520,6,21,2
India,2020-12-29,0,2687,2,7,1,0,15,51189,2,12,2
Germany,2021-01-13,0,490,8,7,1,1,3,9483,8,1,0
United Kingdom,2021-01-23,1,859,4,1,0,0,3,15748,4,0,0
Singapore,2021-01-04,1,375,10,1,1,1,4,8899,10,4,0
Taiwan,2020-11-12,1,500,7,1,1,0,31,9189,9,12,2
Germany,2020-12-30,0,490,8,2,1,0,7,9483,8,6,0
Singapore,2020-12-23,4,375,10,1,1,0,88,8899,10,11,1
United Kingdom,2020-12-07,3,859,4,1,1,1,2,15748,4,2,1
Canada,2021-01-25,2,2067,3,1,1,1,22,37914,3,15,2
United Kingdom,2020-11-25,0,859,4,7,1,0,2,15748,4,2,1
Germany,2020-11-14,2,490,8,1,1,0,38,9483,8,13,2
India,2020-11-25,2,2687,2,1,0,1,1,51189,2,0,0
Taiwan,2020-12-31,1,500,7,1,0,1,2,9189,9,0,0
Italy,2020-12-22,2,386,9,1,1,1,33,7897,11,11,3
Singapore,2021-01-11,1,375,10,1,1,0,137,8899,10,40,3
China,2021-02-09,0,490,8,1,1,1,3,10181,5,1,0
United Kingdom,2020-12-07,7,859,4,1,0,0,4,15748,4,1,0
Taiwan,2020-12-07,2,500,7,1,1,0,103,9189,9,23,5
Italy,2020-11-04,6,386,9,1,1,0,6,7897,11,2,0
India,2021-01-18,0,2687,2,1,0,1,5,51189,2,5,0
United Kingdom,2020-12-30,5,859,4,1,1,0,171,15748,4,61,8
United Kingdom,2020-11-28,7,859,4,1,1,0,140,15748,4,53,6
Spain,2021-01-31,0,536,6,1,1,1,3,9491,7,1,0
United Kingdom,2020-11-03,3,859,4,1,0,0,0,15748,4,0,0
Italy,2020-11-20,1,386,9,1,0,0,0,7897,11,0,0
Germany,2021-01-23,0,490,8,7,1,1,3,9483,8,0,0
United States,2021-02-09,0,12384,1,7,1,0,19,233503,1,7,2
Singapore,2020-12-17,0,375,10,1,1,1,5,8899,10,2,1
Singapore,2021-01-18,1,375,10,7,1,0,0,8899,10,0,0
India,2020-12-18,0,2687,2,7,1,1,3,51189,2,0,0
United States,2020-11-21,0,12384,1,7,1,1,7,233503,1,7,2
Taiwan,2020-12-02,0,500,7,7,1,0,3,9189,9,0,0
United States,2020-11-13,24,12384,1,1,1,1,109,233503,1,45,7
Canada,2020-11-07,0,2067,3,1,0,1,1,37914,3,0,0
United Kingdom,2021-01-30,0,859,4,1,1,1,14,15748,4,7,0
Canada,2020-12-09,11,2067,3,1,1,1,51,37914,3,29,3
Germany,2020-11-05,3,490,8,1,1,0,16,9483,8,15,4
Germany,2021-02-09,0,490,8,1,1,0,51,9483,8,18,3
United States,2021-01-15,1,12384,1,7,1,0,25,233503,1,10,0
India,2020-11-01,7,2687,2,1,0,0,2,51189,2,0,0
United States,2020-11-15,1,12384,1,1,0,1,7,233503,1,0,0
Germany,2020-12-18,3,490,8,1,1,0,104,9483,8,24,1
Germany,2020-12-10,2,490,8,1,1,1,3,9483,8,3,2
Singapore,2020-11-21,1,375,10,1,0,0,0,8899,10,0,0
Germany,2020-12-04,3,490,8,1,0,0,3,9483,8,1,0
France,2020-12-29,3,553,5,1,0,0,1,9520,6,0,0
Singapore,2020-12-11,2,375,10,1,1,1,20,8899,10,11,1
Spain,2020-11-12,2,536,6,1,0,0,0,9491,7,0,0
China,2021-01-27,0,490,8,1,1,1,3,10181,5,1,0
United States,2021-01-08,1,12384,1,2,1,1,0,233503,1,0,0
China,2021-01-12,4,490,8,1,0,0,7,10181,5,1,0
China,2020-11-09,2,490,8,1,1,0,7,10181,5,7,4
Taiwan,2020-12-24,0,500,7,1,1,1,5,9189,9,5,0
Canada,2020-11-14,4,2067,3,1,1,1,5,37914,3,5,0
United States,2021-02-19,0,12384,1,1,1,0,480,233503,1,178,6
Canada,2020-12-22,11,2067,3,1,1,0,470,37914,3,156,16
Canada,2020-12-27,0,2067,3,3,1,0,12,37914,3,10,0
Italy,2021-01-03,1,386,9,1,0,0,0,7897,11,0,0
Canada,2020-11-05,1,2067,3,1,0,1,0,37914,3,0,0
United Kingdom,2021-02-02,0,859,4,1,1,0,164,15748,4,48,4
United States,2020-11-30,0,12384,1,3,1,0,10,233503,1,6,4
China,2021-01-09,3,490,8,1,0,0,2,10181,5,0,0
India,2020-11-25,24,2687,2,1,1,0,418,51189,2,156,18
Spain,2020-12-06,0,536,6,1,0,1,2,9491,7,2,0
Germany,2021-01-19,3,490,8,1,1,0,98,9483,8,33,7
China,2020-12-24,1,490,8,1,0,0,1,10181,5,0,0
India,2020-12-20,0,2687,2,7,1,0,10,51189,2,9,3
Spain,2021-02-06,0,536,6,1,1,1,5,9491,7,0,0
Singapore,2021-01-31,0,375,10,1,0,0,1,8899,10,1,0
United States,2020-11-29,1,12384,1,1,0,1,0,233503,1,0,0
India,2020-12-28,14,2687,2,1,1,0,615,51189,2,222,22
Canada,2020-12-17,1,2067,3,1,0,1,1,37914,3,0,0
Germany,2021-01-10,2,490,8,1,1,0,145,9483,8,52,2
France,2021-01-01,0,553,5,1,1,1,32,9520,6,28,0
Germany,2021-01-19,1,490,8,1,0,0,1,9483,8,0,0
Spain,2020-11-22,2,536,6,1,1,0,97,9491,7,28,5
United States,2021-01-31,0,12384,1,1,1,0,2203,233503,1,760,60
United States,2021-01-05,0,12384,1,7,1,0,24,233503,1,11,2
United Kingdom,2020-12-14,1,859,4,1,1,1,0,15748,4,0,0
India,2021-02-06,0,2687,2,1,1,1,47,51189,2,29,3
France,2021-01-21,0,553,5,1,1,1,3,9520,6,3,1
France,2020-12-09,3,553,5,1,0,0,1,9520,6,0,0
Italy,2021-01-22,0,386,9,3,1,0,3,7897,11,3,3
Singapore,2021-01-03,2,375,10,1,1,0,102,8899,10,32,6
Taiwan,2021-01-19,1,500,7,1,1,1,0,9189,9,0,0
China,2021-01-08,2,490,8,1,1,0,118,10181,5,54,5
Canada,2021-01-17,0,2067,3,7,1,0,1,37914,3,0,0
Italy,2021-02-20,0,386,9,1,1,0,7,7897,11,0,0
India,2021-01-08,8,2687,2,1,0,0,8,51189,2,6,0
Germany,2021-01-24,0,490,8,7,1,1,3,9483,8,0,0
Canada,2020-11-19,15,2067,3,1,1,0,253,37914,3,83,3
Canada,2021-01-11,0,2067,3,7,1,0,1,37914,3,0,0
China,2020-12-17,0,490,8,7,1,1,5,10181,5,5,2
Singapore,2021-02-24,0,375,10,1,1,0,6,8899,10,2,0
Italy,2020-11-26,0,386,9,1,1,0,55,7897,11,27,7
Italy,2021-02-12,0,386,9,1,1,0,35,7897,11,7,1
Italy,2020-11-09,0,386,9,7,1,1,3,7897,11,0,0
India,2021-01-13,17,2687,2,1,1,0,515,51189,2,214,17
China,2020-11-18,1,490,8,1,0,0,0,10181,5,0,0
Italy,2020-12-15,1,386,9,1,0,0,0,7897,11,0,0
France,2020-11-30,0,553,5,1,1,0,77,9520,6,29,3
India,2020-12-03,7,2687,2,1,1,1,23,51189,2,8,0
United Kingdom,2020-11-29,7,859,4,1,1,0,158,15748,4,48,14
United States,2021-01-07,98,12384,1,1,1,0,2529,233503,1,889,95
United States,2020-11-12,0,12384,1,3,1,0,3,233503,1,3,2
Spain,2021-01-22,0,536,6,1,0,0,1,9491,7,0,0
France,2020-12-29,3,553,5,1,1,0,88,9520,6,41,5
Italy,2021-02-12,0,386,9,3,1,0,5,7897,11,5,0
Italy,2021-01-17,1,386,9,1,1,1,0,7897,11,0,0
Spain,2020-12-21,0,536,6,1,1,1,15,9491,7,4,1
France,2021-01-17,0,553,5,7,1,0,6,9520,6,0,0
Canada,2020-11-25,0,2067,3,1,1,1,34,37914,3,21,5
France,2021-01-04,2,553,5,1,0,0,1,9520,6,0,0
India,2021-02-05,0,2687,2,7,1,0,3,51189,2,0,0
Canada,2021-01-16,1,2067,3,7,1,1,2,37914,3,2,0
Singapore,2021-01-25,2,375,10,1,1,1,7,8899,10,3,0
India,2020-12-14,0,2687,2,7,1,1,3,51189,2,0,0
Singapore,2021-02-22,0,375,10,1,1,0,15,8899,10,1,0
Taiwan,2020-11-01,1,500,7,1,0,1,0,9189,9,0,0
Canada,2021-01-09,1,2067,3,1,0,1,4,37914,3,0,0
Singapore,2020-11-23,1,375,10,1,1,1,10,8899,10,8,0
Singapore,2020-11-26,3,375,10,1,1,1,8,8899,10,3,0
Spain,2020-11-10,4,536,6,1,1,0,36,9491,7,16,5
China,2020-12-29,1,490,8,1,1,1,5,10181,5,5,1
Spain,2021-01-18,4,536,6,1,1,0,82,9491,7,9,2
India,2020-11-21,15,2687,2,1,1,0,352,51189,2,114,12
United States,2020-12-06,12,12384,1,1,1,1,231,233503,1,107,16
Germany,2020-12-14,1,490,8,1,0,0,1,9483,8,1,0
United States,2021-02-10,0,12384,1,1,1,0,1311,233503,1,443,42
India,2020-12-18,10,2687,2,1,0,0,17,51189,2,8,0
Italy,2020-11-12,0,386,9,7,1,1,3,7897,11,2,2
Taiwan,2020-12-09,2,500,7,1,1,1,9,9189,9,2,1
United States,2021-01-02,23,12384,1,1,0,0,21,233503,1,9,0
China,2021-01-07,1,490,8,1,1,1,8,10181,5,1,0
United States,2020-12-08,133,12384,1,1,1,0,2286,233503,1,708,80
Spain,2021-01-07,1,536,6,1,0,1,1,9491,7,0,0
France,2020-12-20,3,553,5,1,0,0,3,9520,6,0,0
United Kingdom,2020-12-30,0,859,4,1,0,1,7,15748,4,0,0
United States,2021-02-01,0,12384,1,7,1,0,13,233503,1,7,2
Taiwan,2020-11-30,1,500,7,1,1,0,90,9189,9,36,5
Singapore,2020-12-19,3,375,10,1,1,0,74,8899,10,15,1
Germany,2020-12-13,2,490,8,1,1,0,111,9483,8,24,3
France,2020-12-11,1,553,5,1,0,0,1,9520,6,0,0
Singapore,2020-11-07,0,375,10,1,0,1,1,8899,10,0,0
Germany,2020-12-30,2,490,8,1,0,0,0,9483,8,0,0
United States,2021-02-01,0,12384,1,1,0,0,3,233503,1,0,0
India,2020-12-19,0,2687,2,7,1,1,3,51189,2,0,0
India,2020-12-01,13,2687,2,1,1,0,480,51189,2,156,17
Singapore,2020-11-09,3,375,10,1,1,0,23,8899,10,5,0
Taiwan,2020-12-09,5,500,7,1,0,0,3,9189,9,2,0
Italy,2021-02-06,0,386,9,7,1,1,5,7897,11,0,0
Germany,2020-11-13,3,490,8,1,1,0,39,9483,8,20,2
Germany,2021-01-27,1,490,8,1,1,1,5,9483,8,2,0
Spain,2020-11-15,2,536,6,1,1,0,49,9491,7,7,2
United Kingdom,2021-01-25,2,859,4,1,0,0,1,15748,4,0,0
United States,2020-11-06,28,12384,1,1,1,1,49,233503,1,39,5
China,2021-02-06,0,490,8,1,1,1,3,10181,5,3,0
United States,2020-11-05,1,12384,1,3,1,0,6,233503,1,6,4
Taiwan,2020-11-26,0,500,7,7,1,0,2,9189,9,2,0
Canada,2021-02-01,0,2067,3,1,1,0,284,37914,3,73,8
Spain,2021-01-10,2,536,6,1,0,0,0,9491,7,0,0
Germany,2020-12-16,0,490,8,1,1,1,11,9483,8,6,0
France,2021-01-12,2,553,5,1,0,0,2,9520,6,0,0
Canada,2021-01-18,0,2067,3,3,1,0,3,37914,3,3,0
India,2021-01-14,18,2687,2,1,1,0,499,51189,2,203,18
India,2021-01-22,0,2687,2,7,1,0,3,51189,2,1,0
United States,2020-11-05,65,12384,1,1,1,0,418,233503,1,167,26
India,2020-12-11,0,2687,2,3,1,0,1,51189,2,0,0
United States,2020-11-24,1,12384,1,1,0,1,4,233503,1,2,1
United States,2021-01-14,41,12384,1,1,0,0,32,233503,1,7,0
India,2021-02-06,0,2687,2,3,1,0,1,51189,2,1,0
Canada,2020-11-29,2,2067,3,1,0,0,1,37914,3,0,0
China,2021-01-26,1,490,8,1,1,1,3,10181,5,2,0
China,2020-11-06,3,490,8,1,1,0,7,10181,5,1,1
Germany,2020-12-03,3,490,8,1,1,0,67,9483,8,24,4
Italy,2020-11-10,5,386,9,1,1,0,12,7897,11,2,0
United States,2020-12-25,33,12384,1,1,0,0,34,233503,1,11,2
Germany,2020-11-01,2,490,8,1,0,0,2,9483,8,2,0
Taiwan,2020-11-27,0,500,7,7,1,0,2,9189,9,2,0
China,2020-12-03,3,490,8,1,0,0,2,10181,5,1,0
United Kingdom,2021-01-14,6,859,4,1,1,0,171,15748,4,56,5
Canada,2021-01-24,2,2067,3,1,1,1,28,37914,3,20,0
Canada,2020-11-28,7,2067,3,1,0,0,2,37914,3,0,0
United Kingdom,2020-12-09,0,859,4,7,1,0,6,15748,4,0,0
India,2020-12-02,11,2687,2,1,0,0,5,51189,2,0,0
India,2020-11-19,0,2687,2,7,1,1,7,51189,2,0,0
Canada,2021-01-28,0,2067,3,1,0,0,2,37914,3,1,0
Taiwan,2021-01-24,3,500,7,1,1,0,90,9189,9,24,3
Italy,2020-11-02,1,386,9,1,1,1,0,7897,11,0,0
China,2021-02-20,0,490,8,1,1,0,22,10181,5,6,2
Italy,2020-11-18,1,386,9,1,0,0,0,7897,11,0,0
United Kingdom,2020-11-30,3,859,4,1,0,0,3,15748,4,2,0
Italy,2021-01-08,2,386,9,1,1,0,112,7897,11,50,5
Singapore,2020-11-10,2,375,10,1,0,0,1,8899,10,0,0
France,2020-12-17,6,553,5,1,0,0,2,9520,6,0,0
Canada,2020-12-17,0,2067,3,7,1,0,9,37914,3,0,0
United States,2021-01-15,0,12384,1,2,1,0,1,233503,1,0,0
India,2020-12-17,0,2687,2,3,1,0,1,51189,2,0,0
United States,2020-12-07,3,12384,1,1,0,1,8,233503,1,2,2
Italy,2021-02-01,0,386,9,1,1,0,64,7897,11,20,0
United Kingdom,2021-01-14,0,859,4,7,1,0,11,15748,4,1,0
India,2021-01-21,0,2687,2,7,1,0,2,51189,2,1,0
Italy,2020-11-08,1,386,9,1,0,0,2,7897,11,2,0
United States,2020-12-06,2,12384,1,1,0,1,6,233503,1,2,1
Italy,2020-11-28,2,386,9,1,1,0,63,7897,11,28,6
United States,2020-12-31,43,12384,1,1,1,0,2493,233503,1,800,76
United Kingdom,2021-02-09,0,859,4,1,1,1,5,15748,4,2,0
United States,2021-02-01,0,12384,1,1,1,0,2160,233503,1,735,61
Canada,2021-01-08,1,2067,3,1,0,1,3,37914,3,0,0
United Kingdom,2020-12-24,1,859,4,1,1,0,184,15748,4,47,4
Italy,2020-12-30,2,386,9,1,1,0,85,7897,11,35,1
India,2020-11-10,9,2687,2,1,0,0,3,51189,2,1,0
